,点消,拖消,目标物品,Impressions,Spend,Unique redirects,Unique interactions,Total interactions,Unique redirects rate,Unique interactions rate,CTA clicked,CTA click rate,Average duration,HTML loading,HTML loaded,HTML displayed,HTML completed,HTML loading rate,HTML completion rate,Challenge started,Challenge failed,Challenge solved,Challenge pass 25,Challenge pass 50,Challenge pass 75,Challenge failed rate,Challenge solved rate,Challenge pass 25 rate,Challenge pass 50 rate,Challenge pass 75 rate,Redirect count,Endcard shown,Redirect rate,Black view error,Rendering error,Runtime error,Black view error rate,Rendering error rate,Runtime error rate
CTA clicked,0.24743582965269675,-0.24743582965269675,0.0,0.9026489544342013,0.8558536003809563,0.9985791927897347,0.9120080252448504,0.7849920642431852,0.524987464482701,-0.016379742604044793,1.0,0.5296231321240481,-0.19984955143835542,0.8727333530930197,0.8713963429772127,0.8820924239036687,0.6607053317733579,0.01054659406898922,-0.003342804613070366,0.7054399623526687,0.7022321502693296,0.2700281738459436,0.7214840837423527,0.6969165228643991,0.6297317645450973,0.288050113435456,-0.216105066066278,0.1422244510689697,0.07854934430366128,-0.018551015356822135,0.9983285976934648,0.6401615193621394,0.5281189957437653,0.8273297145485089,0.28252765940930086,0.78168163578531,-0.05334448831808963,-0.06215679514421986,-0.0043511037535655965
CTA click rate,0.041239304942116126,-0.041239304942116126,-0.26726124191242434,0.21657754010695188,0.21524064171122995,0.5209761062239735,0.24933155080213903,0.20755347593582887,0.9952369049538361,0.1918609516183046,0.5296231321240481,1.0,-0.168157130233463,0.16109625668449198,0.15975935828877005,0.1948529411764706,0.028745717489850515,-0.1312355370589105,0.009693323339600754,-0.09659090909090909,0.3960462857962162,-0.19561973638237523,0.11129679144385027,0.10327540106951871,0.0374331550802139,0.6732619255367756,-0.17427996482047217,0.47192513368983957,0.32085561497326204,0.14739304812834225,0.5179242936107369,0.2996321573156247,0.9949866310160428,0.09510279257024092,-0.2433676462481022,0.07828709195812353,-0.3884291276338654,-0.2998814764883796,-0.2839694646229647
Average duration,0.1651842773016356,-0.1651842773016356,0.11151213215060411,-0.24137067202497076,-0.09226912116190017,-0.20755663367674837,-0.09694943890199656,0.16648558818342857,-0.1381644954109584,0.6685891099771665,-0.19984955143835542,-0.168157130233463,1.0,-0.2084412936392926,-0.19523611144402064,-0.13038027990268503,0.18906720424657464,-0.5953961659755219,0.4777666399086741,0.025574593365526678,-0.23386504918760218,-0.14116705445070712,0.13472628923277452,0.13405767241276076,0.14676139199302238,-0.27694986470101707,-0.0005038256293123758,0.15227748075813596,0.3134141343814544,0.363894704292494,-0.21021397819634627,-0.22436188481642277,-0.14141245743291223,-0.08810499069484204,0.1870847223593792,-0.06308041610755104,0.29720690741209754,0.3586269579908085,0.3104027278502208
HTML loading,0.28867513459481287,-0.28867513459481287,0.31180478223116176,0.9756016042780749,0.9361631016042781,0.8781547841195884,0.9522058823529411,0.8104946524064172,0.16077546642579182,-0.07771371298128191,0.8727333530930197,0.16109625668449198,-0.2084412936392926,1.0,0.9993315508021391,0.9802807486631016,0.816077549435698,0.19618373652173865,0.020222278001580885,0.8643048128342246,0.6861673694666565,0.5608325489417453,0.8218582887700535,0.8071524064171123,0.7550133689839572,0.1367641850231538,-0.06245871571600737,-0.022727272727272728,-0.038101604278074866,-0.09759358288770054,0.8804211612589099,0.741547741289507,0.1641042780748663,0.9174327388717968,0.44835881744381045,0.856976008763818,0.055848182793676725,0.07632993540151112,0.015394926779795376
HTML loaded,0.28867513459481287,-0.28867513459481287,0.31180478223116176,0.9756016042780749,0.9358288770053476,0.8774862231876358,0.9545454545454546,0.8178475935828877,0.16144397148369533,-0.07002590481539166,0.8713963429772127,0.15975935828877005,-0.19523611144402064,0.9993315508021391,1.0,0.9832887700534759,0.8272750091555816,0.17743580265618,0.03843904082945127,0.8663101604278075,0.6915306708401134,0.5621758604362166,0.8308823529411765,0.8171791443850267,0.7650401069518716,0.14011624838156445,-0.058429121153684316,-0.016377005347593582,-0.024732620320855617,-0.08021390374331551,0.8797526562010064,0.7458999402225831,0.16477272727272727,0.9140899342120343,0.44835881744381045,0.8481101628796716,0.05116629920618287,0.07632993540151112,0.004852748658848542
HTML displayed,0.24743582965269675,-0.24743582965269675,0.31180478223116176,0.9742647058823529,0.9147727272727273,0.888851759030828,0.9662433155080213,0.8703208556149733,0.2012200224289536,-0.010863207190931881,0.8820924239036687,0.1948529411764706,-0.13038027990268503,0.9802807486631016,0.9832887700534759,1.0,0.8299490293871956,0.11114846506009766,0.03609927312678902,0.8739973262032086,0.7009164482436632,0.5460561225025616,0.8552807486631016,0.8465909090909091,0.8001336898395722,0.14883161311343207,-0.06480931254402915,0.0106951871657754,0.019050802139037433,-0.029077540106951873,0.8901144845985107,0.7408781722228799,0.204879679144385,0.8967073499812698,0.4605177006287273,0.8350623142199842,0.01103586845623552,0.09594653457594528,-0.009705497317697084
HTML completed,0.5361109642475097,-0.5361109642475097,0.40089186286863654,0.7699507004403565,0.8015375644262969,0.6696197265342614,0.8092253725921872,0.7873318319458475,0.06134046464984122,0.18067858933645328,0.6607053317733579,0.028745717489850515,0.18906720424657464,0.816077549435698,0.8272750091555816,0.8299490293871956,1.0,-0.038168626154437175,0.5300016714023066,0.7958552714341172,0.5218760710976388,0.5335071569083102,0.8720648480351162,0.8633742822823707,0.8098938776500907,-0.01399603402494069,0.07824783277924284,0.15576167849151556,0.24851675527562625,0.23447814905965275,0.6712351663045295,0.6309541753336567,0.06367510676530841,0.7477643151899696,0.5054908122787122,0.6828108285623848,0.14749165735597197,0.1633558272384028,0.027027048315417072
HTML loading rate,-0.329914439536929,0.329914439536929,0.0445435403187374,0.18513584692239157,0.08570484052826807,0.0028461441986148864,0.08269177972844616,-0.05691337066330302,-0.15953816107534488,-0.3547338544791771,0.01054659406898922,-0.1312355370589105,-0.5953961659755219,0.19618373652173865,0.17743580265618,0.11114846506009766,-0.038168626154437175,1.0,-0.31204525943803024,0.0652829839961417,0.024007405919012032,0.27937230527108375,0.044191558397388225,-0.009039182399465774,-0.02845668533165151,0.10828515257176756,0.09317230718207178,-0.1469704101246472,-0.2936060357159809,-0.3290931962472169,0.004185156376583024,0.14386317907444668,-0.16002700692387556,0.11451544893250484,-0.021694294851148543,0.06048928972601338,-0.26295970696124316,-0.05758654598932051,-0.3110962293479251
HTML completion rate,0.7010681840159741,-0.7010681840159741,0.5345224838248487,-0.004178156611896877,0.14205732480449382,-0.004011700807993577,0.09091668787487604,0.18567727983269722,0.05916764165134548,0.4437573123850911,-0.003342804613070366,0.009693323339600754,0.4777666399086741,0.020222278001580885,0.03843904082945127,0.03609927312678902,0.5300016714023066,-0.31204525943803024,1.0,0.12501044582795456,0.028411110984759843,0.05088217454932892,0.3442801048203027,0.34060332700183343,0.30216428617238217,-0.07333251360373116,0.16724214903031304,0.46260550006922224,0.5841062943431834,0.5854433044589904,-0.002841383921109811,0.16322109868673793,0.058327066302080406,0.053238612806081435,0.23170308046378105,0.006273528377089166,0.1994983528635766,0.15480926790607258,-0.019830992107597048
Challenge started,0.1649572197684645,-0.1649572197684645,0.44543540318737396,0.8552807486631016,0.7777406417112299,0.712184532762384,0.8699866310160428,0.8141711229946524,-0.08891117270116554,0.09743461218943517,0.7054399623526687,-0.09659090909090909,0.025574593365526678,0.8643048128342246,0.8663101604278075,0.8739973262032086,0.7958552714341172,0.0652829839961417,0.12501044582795456,1.0,0.41884031663340854,0.5336304911787025,0.8502673796791443,0.8542780748663101,0.8599598930481284,-0.256935656422175,-0.09469547221459182,-0.1393716577540107,-0.06450534759358288,-0.03609625668449198,0.7147990331633177,0.5112159823697865,-0.08422459893048129,0.8706334736351229,0.5370806681837509,0.8375715158853088,0.20901266015597578,0.2239399885952731,0.18557580216079425
