,点消,拖消,目标物品,Impressions,Spend,Unique redirects,Unique interactions,Total interactions,Unique redirects rate,Unique interactions rate,CTA clicked,CTA click rate,Average duration,HTML loading,HTML loaded,HTML displayed,HTML completed,HTML loading rate,HTML completion rate,Challenge started,Challenge failed,Challenge solved,Challenge pass 25,Challenge pass 50,Challenge pass 75,Challenge failed rate,Challenge solved rate,Challenge pass 25 rate,Challenge pass 50 rate,Challenge pass 75 rate,Redirect count,Endcard shown,Redirect rate,Black view error,Rendering error,Runtime error,Black view error rate,Rendering error rate,Runtime error rate
Challenge pass 50 rate,-0.5534681068877237,0.5534681068877237,0.25652044630456444,-0.1318156480107654,-0.06561026695253566,0.02464186923635009,-0.0700923962288245,-0.03450813661031257,0.29952286854257515,0.3408356139293572,0.027536829103217884,0.2966444824504429,0.11327974158339943,-0.1587518023685833,-0.15776464175548677,-0.1471613232262931,0.056981682943691665,-0.42662698051585185,0.6321417217809977,-0.17440843825064653,0.24640893695831995,-0.06906171634387434,0.02251862397505767,0.011642785822782485,0.0023368117739347863,0.7545844217899573,0.2345019500821749,0.9283807719982626,1.0,0.9427195745839184,0.02402731242711621,0.06166395478489327,0.29857701306651674,-0.16154807196866902,-0.12810991755130283,-0.1984559656924826,-0.16850279562110262,-0.08697220522701252,-0.15602185788789114
Challenge pass 75 rate,-0.5734553993990793,0.5734553993990793,0.15708872269672106,-0.11928186976195007,-0.06714503489265634,0.03518617899155469,-0.04316155490719086,-0.019405141661263208,0.2601203864688792,0.3891193805808322,0.0376898114342588,0.2556443397600769,0.1741519163790968,-0.12396776400562015,-0.12320714398488906,-0.1104902528045247,0.07467239929781991,-0.46173124393034676,0.5864999389140463,-0.10834097727904218,0.16571937497407818,-0.017789677793155392,0.0726500507846795,0.08378086467600465,0.09179273416777556,0.5680034646453086,0.21683181226619372,0.7643833076262626,0.9427195745839184,1.0,0.034653766207934936,0.04458025033590322,0.2592520441130278,-0.1267575422766779,-0.13599636007287655,-0.17473472938990872,-0.07241772155234522,-0.05723561522174798,-0.08224869567643038
Redirect count,-0.22174827602831024,0.22174827602831024,-0.4523127450084645,0.4696721061925466,0.23243351559312547,0.999998289600505,0.4981384679771051,0.37010260415252183,0.7920066161857053,0.26648013258105585,0.9975252064624186,0.7842915413215282,0.015303386479262424,0.2550450144317232,0.25789181802924244,0.3024009149729033,0.4242391762396444,-0.0923262701573826,0.09049400006570567,0.3690804426649297,0.4888132497144797,0.030318762928500595,0.44218469936751853,0.44548810185298887,0.44647130065830676,0.12356463374606831,-0.28083513232844587,-0.0035057462564863934,0.02402731242711621,0.034653766207934936,1.0,0.2748071646874732,0.7927699791445487,0.2926304370531118,-0.07868412599705168,0.3748465193660454,-0.252218932166891,-0.22842307869322756,-0.17886800568614708
Endcard shown,-0.13712158166327526,0.13712158166327526,-0.07165190814755394,0.8887933088648688,0.8989675028596321,0.27450352963316005,0.8428565910752995,0.46445482874363103,-0.08782036989699908,-0.016079270748070564,0.27959545538612784,-0.08468812322437197,-0.11744597078713163,0.9218767532356027,0.9228623003810993,0.9259192817178885,0.7873954241199709,0.0646927213463178,-0.03278431777647728,0.7418816228658165,0.4859738241969776,0.8413072514775185,0.7382736441737607,0.7126657330044913,0.6800664046712764,0.05243158714782875,0.1863378851825447,0.051382896981724754,0.06166395478489327,0.04458025033590322,0.2748071646874732,1.0,-0.08720385099219394,0.904974505901399,0.31031287122879664,0.8298055744527287,-0.13843550335794536,-0.17622483541775807,-0.1625801367573492
Redirect rate,0.07891960971911559,-0.07891960971911559,-0.5119173548945576,0.023672156543839723,-0.11915506817752135,0.7932046208253177,0.11104449292279156,0.14652165787814453,0.9999972390504245,0.40306968434073737,0.7827049435455915,0.9962450912608745,0.07439927306974412,-0.1236573692110353,-0.12101980004131528,-0.08572904204220182,0.17692717312924233,-0.15913313716373928,0.2674260070732451,0.014261991303603129,0.24317342977495615,-0.2754359668790219,0.14660665147450738,0.15845117139610482,0.1746367313079524,0.42500223461256004,-0.25461215240087237,0.2862846209372286,0.29857701306651674,0.2592520441130278,0.7927699791445487,-0.08720385099219394,1.0,-0.09574154624491373,-0.2794126625295847,-0.016508562554042552,-0.3343982364478417,-0.23076247525791937,-0.24549698604960518
Black view error,-0.061206127800692164,0.061206127800692164,0.16318049747917351,0.9128764786648954,0.9698659918543409,0.2924652423259421,0.9113091375930751,0.5417608598355723,-0.09628683555439702,0.0941678945590255,0.28172287441293814,-0.10450203698305913,0.0030363461691911967,0.9520394176395344,0.9527712572446173,0.9592019321051499,0.8611876076403088,0.08977508180589501,-0.09982650282916047,0.8896502642479119,0.22076135930658514,0.905352921164707,0.8666185636405208,0.8594840323969055,0.8317868853799887,-0.23900922593596216,0.1252633627116984,-0.20219157900108647,-0.16154807196866902,-0.1267575422766779,0.2926304370531118,0.904974505901399,-0.09574154624491373,1.0,0.3313685394417909,0.9483682144643294,-0.028771615300854512,-0.12304237059420683,-0.06878563574233137
Rendering error,-0.3929090353251763,0.3929090353251763,-0.14170505031628383,0.4344519648556372,0.30820377345140054,-0.0785911928561918,0.4592618719598592,0.7857664527839442,-0.27944866473705016,0.14361310037574265,-0.08060903973216052,-0.2823229640925781,0.3706459847891474,0.2944915302128247,0.29446969165975184,0.30499847012738995,0.30356632284757945,0.0320457093523974,-0.026874409177667133,0.49050359300568613,0.22621325372654558,0.26290171126394873,0.33618716851736286,0.28536852238722066,0.22643261938915218,-0.19518226892458687,-0.06539891203636544,-0.11606279033748568,-0.12810991755130283,-0.13599636007287655,-0.07868412599705168,0.31031287122879664,-0.2794126625295847,0.3313685394417909,1.0,0.34776529597336847,-0.04794512639599923,0.3009287020256742,-0.06361115158596473
Runtime error,0.01867296274501624,-0.01867296274501624,0.2737207587012726,0.8905556835390048,0.9132849359370856,0.37497558274693216,0.8851624304041544,0.5705082222664235,-0.0168907374821959,0.08903393667872832,0.3666643667726361,-0.022733472265707322,0.0385577845187486,0.8425962992767205,0.8447590108924949,0.8600018509908058,0.7960708147597443,0.021125063847050977,-0.11915206902099026,0.822874880782274,0.3026446154818663,0.7673296516560572,0.7977353498773883,0.791133085981185,0.7500860709094672,-0.23206152513172337,0.05781077267127962,-0.2405531306339129,-0.1984559656924826,-0.17473472938990872,0.3748465193660454,0.8298055744527287,-0.016508562554042552,0.9483682144643294,0.34776529597336847,1.0,-0.03832993341509578,-0.13858568056441012,-0.03084127450834669
Black view error rate,0.5593326164796784,-0.5593326164796784,0.21491000253905382,-0.20395884588132948,-0.0436135678467292,-0.2522722366305889,-0.17483495511592506,-0.1557913906510327,-0.33431145417848884,-0.03846096350285956,-0.2550713930093398,-0.34186777691234466,0.10565708283735076,-0.06607396953117568,-0.06627497122372769,-0.08663868764275928,-0.09458926534750885,-0.1535910009945268,-0.055389063180861044,-0.07816921344853277,-0.29744225033238963,0.010566939610293783,-0.09696032825396217,-0.06774301125425862,-0.04729514303029738,-0.3536948470481201,0.24223794270610088,-0.20976352814493895,-0.16850279562110262,-0.07241772155234522,-0.252218932166891,-0.13843550335794536,-0.3343982364478417,-0.028771615300854512,-0.04794512639599923,-0.03832993341509578,1.0,0.094361187092089,0.9546582399497507
Rendering error rate,-0.3796205690516595,0.3796205690516595,-0.044676705160877024,-0.17714686062616275,-0.1241152203067681,-0.22843848446731058,-0.1539171452542708,-0.02065592893046405,-0.2305892712051492,0.3111851036075425,-0.22737368013269837,-0.2263701797708767,0.6040363672522879,-0.11820904910817308,-0.11842279654695964,-0.12900151179247638,-0.14079899348166877,-0.29825538364828336,0.03363914002207763,-0.08825662561696113,-0.17645687304729377,-0.06691874548223119,-0.11932968841551618,-0.11155909621281138,-0.10216027299728604,-0.18039452835336123,-0.026170135218637366,-0.09559099933804129,-0.08697220522701252,-0.05723561522174798,-0.22842307869322756,-0.17622483541775807,-0.23076247525791937,-0.12304237059420683,0.3009287020256742,-0.13858568056441012,0.094361187092089,1.0,0.009188015269668675
Runtime error rate,0.5181927900254054,-0.5181927900254054,0.07420337907050274,-0.19066323284790182,-0.07443504607018402,-0.17879698135041536,-0.1705576121898729,-0.13145117892636846,-0.24534362539583918,-0.08282993618032365,-0.17917104976415255,-0.24765288661153273,0.039188387342682325,-0.10596235414461326,-0.10591482532789848,-0.11913129456619591,-0.1263835717495324,-0.11842955133457177,-0.13002186412848704,-0.10686063484151868,-0.22984614960717323,-0.0533144387418617,-0.12282126782653717,-0.0983602530756643,-0.08165499466494891,-0.2697298181426315,0.17157624077067202,-0.1780703518005331,-0.15602185788789114,-0.08224869567643038,-0.17886800568614708,-0.1625801367573492,-0.24549698604960518,-0.06878563574233137,-0.06361115158596473,-0.03084127450834669,0.9546582399497507,0.009188015269668675,1.0
