,Impressions,Spend,Unique redirects,Unique interactions,Total interactions,Unique redirects rate,Unique interactions rate,CTA clicked,CTA click rate,Average duration,HTML loading,HTML loaded,HTML displayed,HTML completed,HTML completion rate,Challenge started,Challenge failed,Challenge solved,Challenge pass 25,Challenge pass 50,Challenge pass 75,Challenge failed rate,Challenge solved rate,Challenge pass 25 rate,Challenge pass 50 rate,Challenge pass 75 rate,Redirect count,Endcard shown,Redirect rate,Black view error,Rendering error,Runtime error,Black view error rate,Rendering error rate,Runtime error rate
Challenge pass 75,0.433147526759468,0.40332246213527084,0.3814485625095695,0.4398815096626502,0.4434118169725812,0.07601850572026862,0.18938133146025504,0.7701165246349225,0.43150420531645506,0.30493237646098736,0.8553474900406763,0.8542901248485416,0.8548463523462869,0.8744785408725604,0.5864201807519973,0.8863864685571309,0.630442675736092,0.5982372587514396,0.9741449860624026,0.9891342393309821,1.0,0.4318053921414717,0.5017104575132922,0.8120588080480446,0.8274727985200969,0.846570478855939,0.3631030203870275,0.6798078120999161,0.06565432973100127,0.4549777591656447,-0.1705381728591465,0.3271251600106407,0.0063787422119076665,-0.3092218344691658,0.15332858308101757
Challenge failed rate,-0.05876286172118858,-0.03319238482419079,0.02088955437075448,-0.05599314719113773,-0.021675438041367172,0.24352308272433137,0.050251511474402696,0.5016704638299104,0.6180567781382352,0.08829816189972797,0.427575885133628,0.4278743281590798,0.4296126893455854,0.3910516096171915,0.3781913360856186,0.5598070380654837,0.8829503331669273,0.5172514430173405,0.47345021276558347,0.46647357490525804,0.4318053921414717,1.0,0.4414464492705424,0.3817587721998113,0.38718433236506267,0.3484512353041031,-0.00040633288786642976,0.7063834415341896,0.17657372642545585,-0.054963841999773215,-0.2803004818648066,0.018397689228946877,0.08026604936206631,-0.27161569295210325,0.21380643202053237
Challenge solved rate,-0.0034512520849346376,0.025276944441681513,-0.088940458959449,0.0031368880426629027,0.01553547304018201,-0.23809794827732006,0.014638607376070594,0.30756965068852443,0.16799122792833693,0.04962761468456208,0.4117379128732258,0.4102317741109106,0.40944271493117745,0.4966497927261085,0.44841350518825,0.43509776051790344,0.4790796889540791,0.94305532475685,0.44436025894345127,0.4701011470747624,0.5017104575132922,0.4414464492705424,1.0,0.41602407698796456,0.5306917986618513,0.5761265546447932,-0.11908231476331115,0.49055050571495246,-0.2580469011216701,0.0265504696211616,-0.2038152750247444,-0.037666974466377616,0.04653079358448985,-0.21846148087493283,0.0068780093377737075
Challenge pass 25 rate,0.09193033240670165,0.1302452081548274,0.12361319315335524,0.1521368310393157,0.17071598028160576,0.16658221716862937,0.4294498558997207,0.5682107695808782,0.4722223293218954,0.3320140107396469,0.6034299409627393,0.6025885716875041,0.6032318615911113,0.7096010546439084,0.7054489912537388,0.6561774650341822,0.4242344013024194,0.37784298574398434,0.8084285010493092,0.8211260339740181,0.8120588080480446,0.3817587721998113,0.41602407698796456,1.0,0.9573935789373836,0.9028510751952418,0.1254821807253467,0.4946953361260312,0.18094960793590792,0.20416590719894434,-0.3574990159237066,0.015167045649548362,0.21776169711243873,-0.4426407177690395,-0.0646557733197077
Challenge pass 50 rate,0.07433132169003573,0.11859256287494395,0.06316085191314444,0.11884380938593193,0.1488218682983114,0.04322940966638199,0.33715748138347795,0.515680717962065,0.3930955060266889,0.33885965145061053,0.5811899555838036,0.5800500141092577,0.5801747807458785,0.7090947575463697,0.7116031280122694,0.6199598098723827,0.43227829254709754,0.4834192889002186,0.7833178404490639,0.8190150219042918,0.8274727985200969,0.38718433236506267,0.5306917986618513,0.9573935789373836,1.0,0.968382186509218,0.0557376621225546,0.507184608609908,0.062377673732937546,0.1755647521477244,-0.3363534356445265,-0.009132715680184224,0.22795273834544458,-0.4199379528206628,-0.07338167532790317
Challenge pass 75 rate,0.08481455293551175,0.12282632264111105,0.0597651655886897,0.1135656569562143,0.13503381609532633,0.010432087303255046,0.2613660791923629,0.5115635163792636,0.37334106123634114,0.2899459175677575,0.582133458600382,0.5808620730036566,0.5814763110384331,0.6854360864355556,0.6621147406312345,0.6164634154246202,0.40921957545912513,0.5269720409002444,0.7663962657045813,0.806946023843906,0.846570478855939,0.3484512353041031,0.5761265546447932,0.9028510751952418,0.968382186509218,1.0,0.05080074210804629,0.5028572017355272,0.033659850555547155,0.1709818313471329,-0.3081217610130986,-0.0020272059490118754,0.19488398838414048,-0.39417448606138,-0.07458784064587257
Redirect count,0.8784355156368779,0.7936983623471374,0.9849381052004766,0.9090435193594425,0.8794899360223593,0.4851029817673238,0.4569307045827563,0.5900640728077678,0.29193761663279133,0.32150908651963794,0.5270332436721831,0.5290146342381621,0.527872357235148,0.36351757403519996,-0.004597249705638588,0.47681112198921305,0.25021503139716406,0.05758007503763878,0.4182814494893296,0.37860997673450225,0.3631030203870275,-0.00040633288786642976,-0.11908231476331115,0.1254821807253467,0.0557376621225546,0.05080074210804629,1.0,0.21591462957059968,0.47424304562674763,0.7575468543939838,0.13281183955526701,0.6917497186107452,-0.29898934543690225,-0.05163195009149802,0.3260545930492084
Endcard shown,0.2855737104016505,0.30779123971876715,0.2550093986368315,0.26608451791678467,0.2630636348787008,0.07396745902745669,-0.011308053276353173,0.6182329283853694,0.4286856091021008,0.036598764180465225,0.6500874041055092,0.6496152015173964,0.65350432460636,0.6651303760860616,0.53719153775292,0.7533843384517847,0.8311388751370655,0.6081679910369808,0.7032914353546774,0.7034019375417727,0.6798078120999161,0.7063834415341896,0.49055050571495246,0.4946953361260312,0.507184608609908,0.5028572017355272,0.21591462957059968,1.0,0.016310399811125264,0.2825437502017787,-0.16205171549575703,0.2607284886903626,-0.07907415347400229,-0.23600735304806322,0.22748142086185746
Redirect rate,0.07990955383909665,0.09715427352516282,0.4043963988903769,0.1411483420051196,0.13388966242659978,0.9631704418321778,0.4993130802053077,0.4135162153010581,0.7246717285684542,-0.01181633252090408,0.1666778826690891,0.17060147507868376,0.16851924090302253,0.07621499187946261,0.10940759263281832,0.2549139518057114,0.11210519962694519,-0.2226167593704765,0.1194300342579854,0.0766716240651806,0.06565432973100127,0.17657372642545585,-0.2580469011216701,0.18094960793590792,0.062377673732937546,0.033659850555547155,0.47424304562674763,0.016310399811125264,1.0,0.03357830627499946,-0.26301976106814934,0.04430496383745231,-0.04125106802783278,-0.2988219261537514,0.03493308998253157
Black view error,0.8701503999414961,0.7791024045250861,0.7756860071593573,0.871707060525981,0.8360088173735505,0.02645956252168293,0.2949497792589738,0.4123151036360094,-0.03800871567208968,0.2851143191569259,0.5069357100232654,0.5056008833429002,0.5051014384900314,0.4220569019525436,0.07026906686796025,0.39693225359413803,0.2147321179626513,0.18047448574574385,0.4746682578803944,0.4671770195457954,0.4549777591656447,-0.054963841999773215,0.0265504696211616,0.20416590719894434,0.1755647521477244,0.1709818313471329,0.7575468543939838,0.2825437502017787,0.03357830627499946,1.0,0.1819929957708722,0.6902998548112759,0.09435520333066966,0.0007088962641531271,0.3086048315194312
Rendering error,0.22447231749217192,0.1778266664527676,0.14448092726397385,0.18042766982093536,0.19052803835765716,-0.29137107885703883,-0.3068788139989748,-0.22798466320183067,-0.42278855305618845,-0.09769427000696297,-0.20300294657556314,-0.2030038986643668,-0.20300294657556314,-0.14197712665674544,-0.2857753150459371,-0.17321387462215887,-0.1411023932367053,-0.13940363964289473,-0.17605609802245795,-0.17686012999682799,-0.1705381728591465,-0.2803004818648066,-0.2038152750247444,-0.3574990159237066,-0.3363534356445265,-0.3081217610130986,0.13281183955526701,-0.16205171549575703,-0.26301976106814934,0.1819929957708722,1.0,0.30019486360795095,-0.19751382826350264,0.9083955418965575,0.19085938570019634
Runtime error,0.8027919190434889,0.7015751357136928,0.7217492146680639,0.7653857913199146,0.7382982678501017,0.044061763112321066,0.06928421239500204,0.369595284990924,-0.01880979624833407,0.12486414704230824,0.4379086924454257,0.4373731851047834,0.4374383286511771,0.3270359656465252,-0.04452482722582535,0.37089845954846107,0.24912902361145697,0.12423552940061801,0.34985092422169006,0.34305270634553364,0.3271251600106407,0.018397689228946877,-0.037666974466377616,0.015167045649548362,-0.009132715680184224,-0.0020272059490118754,0.6917497186107452,0.2607284886903626,0.04430496383745231,0.6902998548112759,0.30019486360795095,1.0,-0.26142893568698033,0.13063569897270552,0.7834328343304757
Black view error rate,-0.3128963034183074,-0.28868884017718316,-0.33972589493964633,-0.2816033605402822,-0.2769979625951695,-0.1083260191014992,0.1689698645510431,-0.20347647737840055,-0.017558998004075947,0.024332981730838203,-0.16237430240779294,-0.16393255142201119,-0.16455663989169192,-0.023038225502113648,0.21963153793137674,-0.14822911613803105,-0.05061251878637657,-0.02097562561248334,-0.012194303349591925,0.007060872157651036,0.0063787422119076665,0.08026604936206631,0.04653079358448985,0.21776169711243873,0.22795273834544458,0.19488398838414048,-0.29898934543690225,-0.07907415347400229,-0.04125106802783278,0.09435520333066966,-0.19751382826350264,-0.26142893568698033,1.0,-0.1755717161434473,-0.10510292402343203
Rendering error rate,0.04739916081872757,-0.00023729398417415045,-0.03813084959665729,-0.001994213836332628,0.009983875756813526,-0.32837814557071987,-0.36070734523256925,-0.3687998746448395,-0.46750785996240496,-0.17025531219134757,-0.3442141653771662,-0.3442157797500531,-0.34403771567115754,-0.27827533472106725,-0.3508801411903081,-0.311884246694565,-0.22564294507837784,-0.16784347940323074,-0.31577931803728554,-0.31680200343461973,-0.3092218344691658,-0.27161569295210325,-0.21846148087493283,-0.4426407177690395,-0.4199379528206628,-0.39417448606138,-0.05163195009149802,-0.23600735304806322,-0.2988219261537514,0.0007088962641531271,0.9083955418965575,0.13063569897270552,-0.1755717161434473,1.0,0.14173852491421124
Runtime error rate,0.39803847758236666,0.2989267620400996,0.34903630005179787,0.3619677423167924,0.34801778474279566,0.020060303264908444,-0.0842209413916386,0.20356891914018274,0.038936470131672805,-0.09641429824985587,0.23499595918826563,0.2343704024948837,0.2353882170743407,0.18158967619454527,-0.0065933302559393605,0.24683115983345813,0.27240942766712756,0.1264701968766891,0.18402937166660036,0.17495317085203946,0.15332858308101757,0.21380643202053237,0.0068780093377737075,-0.0646557733197077,-0.07338167532790317,-0.07458784064587257,0.3260545930492084,0.22748142086185746,0.03493308998253157,0.3086048315194312,0.19085938570019634,0.7834328343304757,-0.10510292402343203,0.14173852491421124,1.0
